es_date,raw_date,btc_volume,btc_price,RSI_6,RSI_9,RSI_15,K_9,D_9
2013-11-22T00:00:00Z,20131122,596.32710344,738.64,48.85721508777559,47.778513479979935,48.54920536698821,33.33400000266668,12.956674048918423
2013-11-23T00:00:00Z,20131123,18766.6747647,702.5500000000001,82.64034040525699,65.13488157017767,54.98933760737486,66.66680000053333,33.33408889191113
2013-11-24T00:00:00Z,20131124,0.0014,723.1,45.43942709382357,46.98886939255718,48.299269454130695,66.66666915332634,55.55582305217545
2013-11-25T00:00:00Z,20131125,0.0019000000000000002,796.64,45.43942787906712,46.988869835216754,48.29926963368451,33.33333919475176,55.55560278287047
2013-11-26T00:00:00Z,20131126,54902.68367975,891.3000000000001,81.16263401790042,73.90571865911583,63.29603862323193,33.33333919475176,44.44444918094329
2013-12-01T00:00:00Z,20131201,0.0001,917.9,45.4516218806763,47.03690755606627,48.28853938090391,33.33333676879343,33.33333838609899
2013-12-02T00:00:00Z,20131202,0.0009020000000000002,984.6499999999997,45.451622301393144,47.03690787249584,48.288539572798456,33.333333941658175,33.33333663506779
2013-12-03T00:00:00Z,20131203,0.0009000000000000002,1036.78,45.451622300344106,47.036907871707434,48.288539572319664,1.1547340781157332e-06,22.222223955061896
2013-12-04T00:00:00Z,20131204,0.002198,991.03,45.45162328085566,47.03690851986772,48.28853992884417,2.3678016793741208e-06,11.111112488064647
2013-12-06T00:00:00Z,20131206,836.22463519,720.7199999999999,46.199254683805854,47.502544982227725,48.53346759269831,0.5077028896989549,0.16923547074490616
2013-12-07T00:00:00Z,20131207,456.08661998,733.55,45.85640289408841,47.28992002339217,48.421762148456615,0.784608370610773,0.43077120937047114
2013-12-08T00:00:00Z,20131208,6361.79114716,856.33,52.43682758640315,51.11430899621472,50.32487955883569,4.647072239624301,1.9797944999780117
2013-12-13T00:00:00Z,20131213,3000.0,854.78,48.417192045697085,48.84476830877466,49.21728959196508,5.960775701658153,3.7974854372977447
2013-12-17T00:00:00Z,20131217,0.0007000000000000001,554.52,44.74421017339733,46.760389975634055,48.202949641339366,5.683872818105868,5.430573586462777
2013-12-18T00:00:00Z,20131218,251.28650567,615.99,45.162354334809855,46.97362070703606,48.29857616509663,3.138048578840202,4.927565699534743
2013-12-19T00:00:00Z,20131219,0.0001,663.53,44.75592869114069,46.76291801047814,48.20322769710929,1.3166440472855712,3.379521814743883
2013-12-20T00:00:00Z,20131220,0.0018357999999999996,625.84,44.75593281213588,46.76291986620263,48.20322845390035,1.3166499984398483,1.9237808748552094
2013-12-21T00:00:00Z,20131221,1189.63214079,625.84,47.94921498552214,48.156270274727156,48.753043893579324,6.2332225195244355,2.955505521749954
2013-12-23T00:00:00Z,20131223,144.10064806,685.22,45.19409993480462,46.941536669951404,48.27055771175935,6.988253856830663,4.8460421249316505
2013-12-25T00:00:00Z,20131225,2065.4275181900002,671.8449999999999,51.35748929987487,49.57133436070153,49.25926393516019,17.81028844362645,10.343921606660517
2013-12-30T00:00:00Z,20131230,4000.0,765.13,57.17638545698005,52.252096323791186,50.284371361469184,44.91040835235839,23.236316884271833
2014-01-01T00:00:00Z,20140101,123.89452087000001,773.15,44.40476447436539,46.660989112458665,48.19420321164991,45.1878305481135,35.96950911469945
2014-01-02T00:00:00Z,20140102,77.7466245,778.17,44.263506586332234,46.59421088200833,48.16866253884085,35.01367458675852,41.70397116241014
2014-01-04T00:00:00Z,20140104,0.00021,829.565,43.98065764100171,46.46816823879282,48.12262855568508,1.6803421700918777,27.293949101654636
2014-01-05T00:00:00Z,20140105,463.52613937,880.79,46.42976168816196,47.422138088477325,48.437407445575346,4.510604917906478,13.734873891585629
2014-01-06T00:00:00Z,20140106,1845.8434898,941.1800000000001,53.677120301663884,50.38828741991428,49.41807086279451,19.244745336765764,8.478564141588043
2014-01-07T00:00:00Z,20140107,579.75678079,953.82,46.728829137114744,47.62014146873177,48.51263230822196,24.07604943032592,15.943799894999392
